path,file_name,kind,in_scope,scan_status,run_status,root_cause,scan_timestamp
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 截止到21年12月依然有效的小市值适配因子.txt,22 截止到21年12月依然有效的小市值适配因子.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.506938
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 菜场大妈选股法.txt,22 菜场大妈选股法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.508575
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 菜场大妈高质低价法策略.txt,22 菜场大妈高质低价法策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.511571
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 wywy1995大神机器学习策略年化提升版.txt,23 wywy1995大神机器学习策略年化提升版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.514683
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 低价小盘简单有效.txt,23 低价小盘简单有效.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.516842
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 大盘择时，逻辑简单.txt,23 大盘择时，逻辑简单.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.519178
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 研究 玩趋势交易的看进来2.ipynb,23 研究 玩趋势交易的看进来2.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.519181
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 简单到发指的股指策略(2013到现在收益10949%).txt,23 简单到发指的股指策略(2013到现在收益10949%).txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.519647
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 低AH溢价选股.txt,24 低AH溢价选股.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.520502
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 多因子线性回归组合策略.txt,24 多因子线性回归组合策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.523096
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 大容量低回撤价值投资-排除小市值因子.txt,24 大容量低回撤价值投资-排除小市值因子.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.524966
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 宽基ETF动量轮动钝化RSRS择时-回撤小.txt,24 宽基ETF动量轮动钝化RSRS择时-回撤小.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.526584
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 现在便宜的300就是最好的，收益惊人.txt,24 现在便宜的300就是最好的，收益惊人.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.527771
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 ROE-PB模型的优化.txt,25 ROE-PB模型的优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.529588
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 低价股优化，18年至今10625.40%，加入防未来函数.txt,25 低价股优化，18年至今10625.40%，加入防未来函数.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.531117
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 冷饭热吃之三，14年至今年华99.99%.txt,25 冷饭热吃之三，14年至今年华99.99%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.534509
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 基本不耍六毛的ETF轮动策略.txt,25 基本不耍六毛的ETF轮动策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.536524
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 年初至今4倍，极致的Day Trading，56.8%胜率.txt,25 年初至今4倍，极致的Day Trading，56.8%胜率.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.540785
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 【深度解析 六】高股息率-低PEG-低股价-市值序列模型.txt,26 【深度解析 六】高股息率-低PEG-低股价-市值序列模型.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.542697
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 波动率过滤后相关性最小etf轮动.txt,26 波动率过滤后相关性最小etf轮动.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.543500
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 稳定高回报周期股策略2.txt,26 稳定高回报周期股策略2.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.545776
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 近几年一直有效的股票BOLL择时策略.txt,26 近几年一直有效的股票BOLL择时策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.548324
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 这个可入得了你们法眼.txt,26 这个可入得了你们法眼.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.551817
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,27 中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.555356
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,27 人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.556446
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 基于RSRS的趋势交易与网格交易相结合的尝试.txt,27 基于RSRS的趋势交易与网格交易相结合的尝试.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.558279
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 根据动量模型切换大小盘板块选股策略.txt,27 根据动量模型切换大小盘板块选股策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.561843
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 追涨大师（超额142）.txt,27 追涨大师（超额142）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.563606
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 XGBoost模型多因子策略分享.txt,28 XGBoost模型多因子策略分享.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.569644
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 从相关系数角度探讨etf轮动高评分.txt,28 从相关系数角度探讨etf轮动高评分.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.571431
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 正黄旗大妈策略V3.0修改版.txt,28 正黄旗大妈策略V3.0修改版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.573770
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 韶华研究之十九，一致性用在微盘控制回撤.txt,28 韶华研究之十九，一致性用在微盘控制回撤.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.573781
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 F_Score 选股，年化80%+.txt,29 F_Score 选股，年化80%+.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.575716
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.ipynb,29 【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.575719
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 北上资金（北向资金港资外资）因子分析与策略分享.txt,29 北上资金（北向资金港资外资）因子分析与策略分享.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.577895
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 穿越牛熊2.0（非小市值）年化50%的cta策略.txt,29 穿越牛熊2.0（非小市值）年化50%的cta策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.579133
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 高增长业绩股池小市值成长型策略.txt,29 高增长业绩股池小市值成长型策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.581359
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 ETF宽基轮动修改版-1.0.txt,30 ETF宽基轮动修改版-1.0.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.582557
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,30 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.584419
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 价值成长轮动策略.txt,30 价值成长轮动策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.587537
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 挖掘特色估值体系因子，把握投资机会，年化150%+.txt,30 挖掘特色估值体系因子，把握投资机会，年化150%+.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.590060
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 错杀反弹，掌握人性规律，开启投资新纪元.txt,30 错杀反弹，掌握人性规律，开启投资新纪元.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.614260
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 ETF核心资产轮动动量因子加RSRS择时每日策略.txt,31 ETF核心资产轮动动量因子加RSRS择时每日策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.615942
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 RSRS择时+货币基金--6年8倍行业周期股策略.txt,31 RSRS择时+货币基金--6年8倍行业周期股策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.619404
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,31 《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.620729
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 蛇皮走位小市值策略V1.0.txt,31 蛇皮走位小市值策略V1.0.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.622142
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 跟着基金报团！！！174%  回撤  7.33%.txt,31 跟着基金报团！！！174%  回撤  7.33%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.623624
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 EPO优化低相关etf组合.txt,32 EPO优化低相关etf组合.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.624496
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 北向Boll带_ETF组合宝付费策略.txt,32 北向Boll带_ETF组合宝付费策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.627393
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 北向资金A股择时策略（5年16倍）.txt,32 北向资金A股择时策略（5年16倍）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.628413
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 追高概率涨停策略, 2022年化350%.txt","32 追高概率涨停策略, 2022年化350%.txt",jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.631243
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 非线性关系市值（不是小市值）4只绩优股组合.txt,32 非线性关系市值（不是小市值）4只绩优股组合.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.634885
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/33 alpha191短周期价量特征因子选股，年化46.77.txt,33 alpha191短周期价量特征因子选股，年化46.77.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.637028
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/33 回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,33 回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.639683
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/33 最适合上班族的策略-神奇公式策略.txt,33 最适合上班族的策略-神奇公式策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.642763
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/33 研究 基于风险溢价的沪深300择时.ipynb,33 研究 基于风险溢价的沪深300择时.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.642766
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/33 胜率88.9%之君正集团策略-大阳分歧反包.txt,33 胜率88.9%之君正集团策略-大阳分歧反包.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.644802
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/34 【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt,34 【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.647594
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/34 十年回测 年化103.32% 最大回撤23.89%.txt,34 十年回测 年化103.32% 最大回撤23.89%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.650765
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/34 研究 套利三年，我的本金翻了10倍.ipynb,34 研究 套利三年，我的本金翻了10倍.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.650768
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/34 趋势交易5.0 无择时-2年5倍不是梦.txt,34 趋势交易5.0 无择时-2年5倍不是梦.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.651955
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/34 韶华研究之十八 首板低开201系列.txt,34 韶华研究之十八 首板低开201系列.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.651965
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/35 【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","35 【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.654568
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/35 小市值市场轮动版 5年12倍.txt,35 小市值市场轮动版 5年12倍.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.658481
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/35 精选价值策略.txt,35 精选价值策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.661469
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/35 自适应量化终极算法2.0 （全新升级）.txt,35 自适应量化终极算法2.0 （全新升级）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.664545
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/35 超稳+翻倍，贝塔值只有0.048的期指策略.txt,35 超稳+翻倍，贝塔值只有0.048的期指策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.668507
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/36 【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","36 【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.671223
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/36 快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,36 快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.673205
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/36 最简强者恒强策略.txt,36 最简强者恒强策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.673901
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/36 研究 市场底部特征研究.ipynb,36 研究 市场底部特征研究.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.673907
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/36 致敬市场(6) ，指数期货贴水.txt,36 致敬市场(6) ，指数期货贴水.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.674602
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/37 PEG+EBIT对小市值因子的优化.txt,37 PEG+EBIT对小市值因子的优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.676732
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/37 三阳三阴战法.txt,37 三阳三阴战法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.682103
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/37 微盘股扩散指数双均线择时.txt,37 微盘股扩散指数双均线择时.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.685081
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/37 择时模块加风控的实际效果.txt,37 择时模块加风控的实际效果.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.688401
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/37 研究 处置效应的CGO因子（行为金融学因子）.ipynb,37 研究 处置效应的CGO因子（行为金融学因子）.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.688404
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/38 ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt,38 ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.690562
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/38 ETF动量轮动RSRS择时-魔改4-低通滤波.txt,38 ETF动量轮动RSRS择时-魔改4-低通滤波.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.692311
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/38 ETF策略之核心资产轮动（线性增加权重）.txt,38 ETF策略之核心资产轮动（线性增加权重）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.693011
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/38 【回顾3】ETF策略之核心资产轮动-增强版.txt,38 【回顾3】ETF策略之核心资产轮动-增强版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.694151
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/38 研究 python搭建_简单_交易系统.ipynb,38 研究 python搭建_简单_交易系统.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.694153
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/39 多因子策略（多元线性回归）.txt,39 多因子策略（多元线性回归）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.696545
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/39 大资金强基本面优质股组合策略 收益1217% 无小市值因子.txt,39 大资金强基本面优质股组合策略 收益1217% 无小市值因子.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.698247
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/39 干积分-大小盘反复横跳V2.0.txt,39 干积分-大小盘反复横跳V2.0.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.701186
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/39 绩优小市值量化君也-模拟交易年化333.75%.txt,39 绩优小市值量化君也-模拟交易年化333.75%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.702616
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/39 随机森林策略，低换手率，年化近50%.txt,39 随机森林策略，低换手率，年化近50%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.703403
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/40 RSI学习贴.txt,40 RSI学习贴.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.704431
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/40 低风险高收益的期货策略.txt,40 低风险高收益的期货策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.705715
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/40 研究 基于遗传算法挖掘因子2.ipynb,40 研究 基于遗传算法挖掘因子2.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.705718
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/40 穿越牛熊 稳健高收益 年化37.txt,40 穿越牛熊 稳健高收益 年化37.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.706658
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/40 高股息策略.txt,40 高股息策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.708918
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 SVR机器学习上证综指择时中小板财务选股策略.txt,41 SVR机器学习上证综指择时中小板财务选股策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.711869
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 人工智能强化学习DQN交易智能体策略.txt,41 人工智能强化学习DQN交易智能体策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.712801
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,41 再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.713789
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 均线黏合，突破前三十个交易日最高点选股法.txt,41 均线黏合，突破前三十个交易日最高点选股法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.715927
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 强化学习DQN---炒股票交易智能体（老股民一号）.ipynb,41 强化学习DQN---炒股票交易智能体（老股民一号）.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.715930
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/41 配套资料.txt,41 配套资料.txt,jq_strategy_txt,False,not_strategy,non_executable,非策略文件（研究文档/配套资料）,2026-04-04T09:50:22.715944
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/42 国九条：三年分红5千万以下且占净利润30%以下将被ST.txt,42 国九条：三年分红5千万以下且占净利润30%以下将被ST.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.720354
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/42 大盘ETF动量轮动 RSRS择时策略-无纳指（5年半861%）.txt,42 大盘ETF动量轮动 RSRS择时策略-无纳指（5年半861%）.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.723738
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/42 大盘拥挤率极速版-180天3秒.ipynb,42 大盘拥挤率极速版-180天3秒.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.723741
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/42 实盘出现的问题和解决办法.txt,42 实盘出现的问题和解决办法.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.729813
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/42 市值，研发支出，roe，三因子，跑赢大盘.txt,42 市值，研发支出，roe，三因子，跑赢大盘.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.732095
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/43 小市值再优化【年化98% 胜率69% 回撤27%】无未来函数.txt,43 小市值再优化【年化98% 胜率69% 回撤27%】无未来函数.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.734825
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/43 研究 ETF资源收集整合（附代码与excel表格）.ipynb,43 研究 ETF资源收集整合（附代码与excel表格）.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.734828
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/43 窄基ETF轮动：年化收益82.68%，最大回撤13.54%.txt,43 窄基ETF轮动：年化收益82.68%，最大回撤13.54%.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.735850
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/43 轮动ETF策略中的动量因子分析.ipynb,43 轮动ETF策略中的动量因子分析.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.735852
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/44 兼顾业绩增长和PEG指标的5因子股票策略.txt,44 兼顾业绩增长和PEG指标的5因子股票策略.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.739190
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/44 国九条 年化130.74% 回撤11% 众神Debug版.txt,44 国九条 年化130.74% 回撤11% 众神Debug版.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.743059
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/44 最易上手的网格策略v2.0，设置几个参数就可以直接使用.txt,44 最易上手的网格策略v2.0，设置几个参数就可以直接使用.txt,jq_strategy_txt,True,valid,executable,OK,2026-04-04T09:50:22.745430
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/44 研究 借助JqData搭建简易回测框架.ipynb,44 研究 借助JqData搭建简易回测框架.ipynb,notebook,False,excluded_notebook,not_applicable,研究文档/notebook，非可执行策略,2026-04-04T09:50:22.745433
